age,marital_status,education_level,gender,percent_hike,distance_from_home,sourcing_channel,total_rounds,date_1st_contact,date_offered,satisfaction_index,no_companies_worked,career_growth,flexi_work,total_experience,timely_communication,offer_dropped
45,single,Master Degree,Male,15,15-20 kms,Social Media,9,14-09-2015,15-11-2015,35,8,Lateral,Yes,21,No,No
40,single,Associate Certification,Male,27,15-20 kms,Job Portals,9,02-06-2015,24-08-2015,22,3,Lateral,Yes,13,No,Yes
45,married,Associate Degree,Male,29,> 20 kms,Company Website,8,17-04-2015,21-07-2015,30,6,Lateral,No,21,No,Yes
46,married,Master Degree,Male,20,15-20 kms,Job Portals,10,17-02-2016,09-06-2016,27,6,Lateral,No,22,No,Yes
35,married,Associate Degree,Male,19,<15 kms,Consultants,10,04-09-2015,13-11-2015,71,5,Lateral,Yes,11,Yes,No
29,divorced,Associate Degree,Male,18,15-20 kms,Social Media,8,03-05-2015,06-06-2015,63,4,Lateral,No,5,Yes,No
35,married,Master Degree,Male,30,15-20 kms,Social Media,9,18-10-2015,08-02-2016,29,8,Lateral,Yes,11,No,Yes
40,divorced,Bachelor Degree,Male,20,15-20 kms,Job Portals,10,22-01-2016,26-04-2016,15,5,Lateral,Yes,16,No,Yes
38,married,Master Degree,Male,20,15-20 kms,Consultants,10,04-04-2015,28-07-2015,16,5,Lateral,No,14,No,Yes
31,married,Associate Degree,Male,17,15-20 kms,Internal Referrals,8,13-09-2015,17-11-2015,20,3,Lateral,Yes,7,No,Yes
25,single,Bachelor Degree,Male,19,15-20 kms,Consultants,8,30-03-2015,07-07-2015,21,1,Lateral,Yes,1,No,Yes
32,married,Associate Certification,Male,21,<15 kms,Social Media,9,15-01-2016,02-05-2016,19,6,Lateral,Yes,8,No,Yes
40,divorced,Master Degree,Male,18,<15 kms,Social Media,3,27-05-2015,08-08-2015,62,3,Vertical,No,16,No,No
35,married,Associate Degree,Male,28,<15 kms,Consultants,10,31-03-2015,05-07-2015,25,3,Lateral,No,11,No,Yes
25,married,Bachelor Degree,Male,25,> 20 kms,Consultants,10,12-03-2015,07-06-2015,30,1,Lateral,No,1,No,Yes
45,single,Bachelor Degree,Male,14,15-20 kms,Social Media,10,17-04-2015,05-06-2015,91,3,Lateral,No,21,No,No
35,single,Bachelor Degree,Male,15,15-20 kms,Job Portals,3,02-07-2015,07-08-2015,82,7,Vertical,Yes,11,Yes,No
36,divorced,Bachelor Degree,Male,20,<15 kms,Social Media,10,12-05-2015,29-07-2015,15,6,Lateral,Yes,12,No,Yes
34,married,Associate Certification,Male,25,> 20 kms,Job Portals,8,24-01-2016,08-04-2016,17,5,Lateral,No,10,No,Yes
41,married,Bachelor Degree,Male,13,15-20 kms,Social Media,3,23-09-2015,24-10-2015,78,5,Vertical,No,17,No,No
38,married,Associate Certification,Male,10,<15 kms,Job Portals,7,11-08-2015,28-11-2015,95,8,Lateral,Yes,14,No,No
35,married,Associate Degree,Male,19,15-20 kms,Company Website,10,16-10-2015,28-01-2016,88,5,Vertical,Yes,11,No,No
33,married,Associate Certification,Male,14,<15 kms,Social Media,5,29-06-2015,09-10-2015,80,3,Lateral,Yes,9,Yes,No
37,married,Bachelor Degree,Male,22,> 20 kms,Social Media,9,15-04-2015,07-07-2015,21,3,Lateral,Yes,10,No,Yes
32,married,Associate Certification,Male,16,<15 kms,Consultants,3,09-03-2015,25-05-2015,95,5,Vertical,Yes,8,No,No
37,married,Master Degree,Male,15,<15 kms,Job Portals,8,03-03-2015,15-05-2015,66,5,Vertical,No,13,No,No
38,married,Associate Certification,Male,26,> 20 kms,Company Website,10,23-09-2015,23-12-2015,18,8,Lateral,No,14,No,Yes
45,married,Bachelor Degree,Male,30,<15 kms,Company Website,10,14-12-2015,12-03-2016,16,8,Lateral,No,21,No,Yes
34,married,Bachelor Degree,Male,19,<15 kms,Consultants,10,28-06-2015,29-09-2015,22,8,Lateral,No,10,No,Yes
38,married,Associate Degree,Male,27,15-20 kms,Consultants,9,01-07-2015,15-10-2015,18,6,Lateral,Yes,14,No,Yes
25,married,Associate Degree,Male,25,<15 kms,Consultants,9,16-01-2016,12-04-2016,26,1,Lateral,Yes,1,No,Yes
32,married,Associate Degree,Male,19,<15 kms,Job Portals,10,05-12-2015,12-02-2016,33,5,Vertical,Yes,8,No,No
26,married,Associate Certification,Male,13,> 20 kms,Company Website,6,20-03-2016,26-05-2016,88,1,Lateral,Yes,2,Yes,No
35,married,Bachelor Degree,Male,25,<15 kms,Internal Referrals,10,21-04-2015,25-06-2015,25,3,Lateral,No,7,No,Yes
46,married,Bachelor Degree,Male,17,> 20 kms,Consultants,5,28-07-2015,29-09-2015,41,3,Lateral,No,22,No,No
42,married,Associate Degree,Male,11,15-20 kms,Job Portals,6,12-02-2016,07-05-2016,63,3,Lateral,No,18,Yes,No
42,single,Master Degree,Male,11,<15 kms,Social Media,7,31-12-2015,28-03-2016,27,5,Vertical,No,18,Yes,No
43,married,Associate Certification,Male,12,> 20 kms,Job Portals,8,31-03-2015,19-06-2015,62,7,Vertical,No,19,No,No
25,divorced,Associate Certification,Male,10,> 20 kms,Consultants,3,06-12-2015,22-02-2016,40,1,Vertical,Yes,1,Yes,No
29,married,Associate Degree,Male,18,<15 kms,Job Portals,10,15-12-2015,24-03-2016,29,4,Lateral,Yes,5,No,Yes
30,married,Associate Certification,Male,12,15-20 kms,Job Portals,5,03-05-2015,04-06-2015,41,3,Lateral,Yes,6,No,No
28,married,Bachelor Degree,Male,12,> 20 kms,Social Media,7,10-11-2015,27-02-2016,32,5,Vertical,Yes,4,Yes,No
32,married,Associate Degree,Male,23,> 20 kms,Social Media,10,14-01-2016,12-04-2016,20,4,Lateral,No,8,No,Yes
41,single,Master Degree,Male,21,> 20 kms,Job Portals,10,03-07-2015,26-09-2015,27,3,Lateral,Yes,6,No,Yes
35,married,Bachelor Degree,Male,28,> 20 kms,Social Media,10,26-05-2015,02-08-2015,18,3,Lateral,No,11,No,Yes
29,married,Associate Degree,Male,13,15-20 kms,Job Portals,3,11-12-2015,28-03-2016,53,3,Lateral,Yes,5,Yes,No
35,married,Master Degree,Male,22,<15 kms,Job Portals,9,07-03-2016,17-05-2016,17,3,Lateral,No,11,No,Yes
25,married,Bachelor Degree,Male,14,<15 kms,Job Portals,3,01-09-2015,05-11-2015,91,2,Lateral,No,2,No,No
39,married,Bachelor Degree,Male,29,> 20 kms,Social Media,9,06-05-2015,11-08-2015,22,6,Lateral,No,15,No,Yes
45,divorced,Associate Degree,Male,21,<15 kms,Job Portals,5,14-09-2015,20-12-2015,66,4,Lateral,No,21,Yes,No
35,married,Associate Certification,Male,30,> 20 kms,Consultants,8,09-02-2016,20-04-2016,23,3,Lateral,No,11,No,Yes
33,single,Bachelor Degree,Male,30,> 20 kms,Company Website,8,08-03-2015,06-06-2015,20,6,Lateral,No,9,No,Yes
40,married,Bachelor Degree,Male,15,<15 kms,Consultants,3,16-11-2015,19-12-2015,69,8,Vertical,No,16,No,No
43,married,Master Degree,Male,18,> 20 kms,Job Portals,5,19-03-2015,28-04-2015,88,6,Vertical,No,19,Yes,No
34,married,Associate Degree,Male,17,> 20 kms,Social Media,9,18-06-2015,05-09-2015,30,8,Vertical,No,10,No,No
36,married,Bachelor Degree,Male,15,> 20 kms,Job Portals,7,21-06-2015,26-07-2015,76,3,Vertical,No,12,No,No
26,single,Associate Certification,Male,29,<15 kms,Company Website,9,21-02-2016,31-05-2016,29,1,Lateral,Yes,2,No,Yes
42,single,Master Degree,Male,20,<15 kms,Company Website,8,09-04-2015,22-06-2015,20,7,Lateral,No,18,No,Yes
41,single,Associate Degree,Male,25,> 20 kms,Consultants,9,07-10-2015,14-01-2016,21,4,Lateral,Yes,17,No,Yes
27,married,Bachelor Degree,Male,17,15-20 kms,Internal Referrals,9,24-08-2015,14-12-2015,16,5,Lateral,Yes,3,No,Yes
27,married,Bachelor Degree,Male,26,15-20 kms,Internal Referrals,8,13-03-2016,09-06-2016,15,4,Lateral,No,3,No,Yes
34,single,Associate Degree,Male,16,<15 kms,Job Portals,9,19-07-2015,13-10-2015,67,5,Vertical,No,10,Yes,No
41,single,Associate Certification,Male,11,> 20 kms,Job Portals,7,22-10-2015,19-12-2015,52,3,Lateral,No,17,No,No
35,single,Associate Degree,Male,12,<15 kms,Social Media,4,25-12-2015,22-02-2016,92,8,Vertical,No,11,Yes,No
40,divorced,Master Degree,Male,19,<15 kms,Social Media,8,11-01-2016,04-04-2016,31,6,Lateral,Yes,16,No,No
35,married,Master Degree,Male,23,15-20 kms,Company Website,9,21-05-2015,17-07-2015,19,6,Lateral,Yes,11,No,Yes
33,divorced,Associate Certification,Male,14,<15 kms,Social Media,4,01-10-2015,11-11-2015,58,4,Lateral,Yes,9,Yes,No
44,single,Associate Certification,Male,18,> 20 kms,Job Portals,3,27-04-2015,14-08-2015,39,3,Lateral,No,20,Yes,No
29,divorced,Associate Degree,Male,26,<15 kms,Social Media,8,30-09-2015,04-01-2016,30,5,Lateral,No,5,No,Yes
35,single,Bachelor Degree,Male,17,<15 kms,Consultants,10,28-07-2015,11-11-2015,15,7,Lateral,Yes,11,No,Yes
36,divorced,Associate Certification,Male,23,15-20 kms,Company Website,10,19-07-2015,07-11-2015,29,3,Lateral,Yes,12,No,Yes
37,married,Bachelor Degree,Male,23,<15 kms,Company Website,8,11-01-2016,17-03-2016,16,6,Lateral,No,13,No,Yes
39,married,Master Degree,Male,25,15-20 kms,Consultants,10,27-10-2015,05-01-2016,52,3,Vertical,No,15,No,No
40,single,Associate Certification,Male,22,15-20 kms,Company Website,8,22-07-2015,24-08-2015,26,8,Lateral,No,16,No,No
41,married,Master Degree,Male,20,<15 kms,Company Website,7,01-08-2015,12-11-2015,33,6,Lateral,No,17,Yes,No
39,single,Associate Certification,Male,16,> 20 kms,Company Website,9,24-01-2016,15-05-2016,18,5,Lateral,Yes,15,No,Yes
37,single,Master Degree,Male,25,> 20 kms,Social Media,3,14-11-2015,13-02-2016,28,3,Lateral,No,10,No,Yes
45,single,Associate Certification,Male,27,<15 kms,Internal Referrals,3,29-09-2015,23-01-2016,27,5,Lateral,Yes,21,No,Yes
25,married,Associate Certification,Male,23,> 20 kms,Job Portals,3,23-05-2015,03-07-2015,53,1,Lateral,Yes,1,No,No
26,married,Associate Degree,Male,18,15-20 kms,Social Media,8,18-03-2016,29-05-2016,46,1,Lateral,Yes,2,No,No
34,married,Associate Degree,Male,24,<15 kms,Job Portals,3,25-10-2015,11-01-2016,27,3,Lateral,Yes,6,No,Yes
46,single,Associate Certification,Male,26,<15 kms,Job Portals,3,10-12-2015,03-04-2016,28,7,Lateral,No,22,No,Yes
33,divorced,Bachelor Degree,Male,14,15-20 kms,Job Portals,5,12-03-2015,18-05-2015,74,8,Vertical,Yes,9,Yes,No
36,single,Associate Certification,Male,29,15-20 kms,Consultants,3,22-02-2016,22-04-2016,15,5,Lateral,No,12,No,Yes
37,married,Associate Certification,Male,28,<15 kms,Job Portals,3,06-02-2016,01-06-2016,28,6,Lateral,Yes,13,No,Yes
43,married,Associate Certification,Male,15,<15 kms,Job Portals,7,23-07-2015,24-08-2015,73,4,Vertical,No,19,Yes,No
25,single,Bachelor Degree,Male,27,> 20 kms,Job Portals,8,09-11-2015,08-02-2016,17,2,Lateral,Yes,1,No,Yes
41,single,Master Degree,Male,24,> 20 kms,Consultants,3,18-03-2015,11-06-2015,80,3,Lateral,No,17,No,No
43,married,Master Degree,Male,10,> 20 kms,Consultants,3,03-03-2015,13-04-2015,77,3,Lateral,No,19,Yes,No
32,married,Associate Certification,Male,14,<15 kms,Job Portals,5,07-08-2015,22-10-2015,63,7,Lateral,No,8,No,No
26,single,Associate Degree,Male,15,<15 kms,Company Website,3,27-07-2015,31-08-2015,69,1,Lateral,Yes,2,Yes,No
26,divorced,Associate Degree,Male,14,15-20 kms,Consultants,8,07-03-2016,19-04-2016,47,2,Lateral,Yes,2,Yes,No
35,married,Associate Certification,Male,24,<15 kms,Internal Referrals,3,25-01-2016,15-05-2016,22,8,Lateral,No,11,No,Yes
34,divorced,Associate Degree,Male,20,15-20 kms,Company Website,8,09-04-2015,31-05-2015,80,3,Lateral,Yes,10,No,No
32,married,Associate Certification,Male,11,> 20 kms,Company Website,10,24-08-2015,09-10-2015,30,5,Vertical,Yes,8,Yes,No
32,married,Associate Degree,Male,20,<15 kms,Social Media,8,17-03-2016,17-04-2016,47,3,Lateral,Yes,8,No,No
32,married,Bachelor Degree,Male,13,> 20 kms,Social Media,10,28-06-2015,21-08-2015,90,6,Lateral,Yes,8,Yes,No
34,married,Associate Certification,Male,14,15-20 kms,Job Portals,7,16-03-2016,06-06-2016,94,3,Vertical,Yes,10,Yes,No
43,married,Associate Degree,Male,20,15-20 kms,Social Media,3,10-03-2015,23-04-2015,45,5,Lateral,Yes,19,Yes,No
34,single,Associate Certification,Male,20,15-20 kms,Social Media,10,04-12-2015,20-02-2016,36,4,Vertical,Yes,10,Yes,No
30,married,Associate Certification,Male,23,<15 kms,Company Website,5,24-09-2015,31-12-2015,19,3,Lateral,Yes,6,No,Yes
27,married,Associate Degree,Male,22,> 20 kms,Social Media,3,20-04-2015,29-07-2015,30,4,Lateral,Yes,3,No,Yes
40,married,Master Degree,Male,17,<15 kms,Social Media,10,04-10-2015,28-01-2016,24,5,Lateral,Yes,16,No,Yes
30,married,Bachelor Degree,Male,24,15-20 kms,Internal Referrals,10,13-10-2015,10-12-2015,17,4,Lateral,Yes,6,No,Yes
37,married,Bachelor Degree,Male,25,<15 kms,Consultants,7,06-01-2016,21-04-2016,19,8,Lateral,Yes,13,No,Yes
27,married,Associate Certification,Male,19,> 20 kms,Social Media,7,11-09-2015,17-10-2015,30,5,Lateral,Yes,6,No,No
34,single,Associate Certification,Male,16,> 20 kms,Company Website,5,09-09-2015,04-01-2016,22,8,Lateral,Yes,10,No,Yes
28,single,Bachelor Degree,Male,29,<15 kms,Company Website,10,22-09-2015,19-11-2015,22,3,Lateral,Yes,4,No,Yes
35,married,Bachelor Degree,Male,25,15-20 kms,Internal Referrals,5,25-07-2015,02-10-2015,29,3,Lateral,No,11,No,Yes
41,married,Associate Certification,Male,19,> 20 kms,Social Media,8,27-01-2016,22-05-2016,17,5,Lateral,Yes,17,No,Yes
27,single,Bachelor Degree,Male,17,> 20 kms,Internal Referrals,7,19-09-2015,05-12-2015,25,5,Lateral,Yes,3,No,Yes
37,divorced,Associate Certification,Male,25,<15 kms,Company Website,4,08-01-2016,04-03-2016,82,8,Vertical,No,13,Yes,No
35,married,Associate Certification,Male,12,> 20 kms,Consultants,3,27-04-2015,09-08-2015,37,4,Lateral,No,11,Yes,No
35,single,Bachelor Degree,Male,20,> 20 kms,Social Media,5,12-09-2015,02-12-2015,31,6,Lateral,No,11,No,No
37,single,Master Degree,Male,30,> 20 kms,Job Portals,3,23-07-2015,18-11-2015,24,5,Lateral,Yes,13,No,Yes
43,married,Bachelor Degree,Male,16,15-20 kms,Social Media,3,03-10-2015,20-01-2016,17,7,Lateral,No,19,Yes,Yes
38,divorced,Associate Certification,Male,18,<15 kms,Social Media,3,16-04-2015,03-08-2015,21,8,Lateral,Yes,14,Yes,Yes
35,married,Master Degree,Male,24,<15 kms,Social Media,10,29-05-2015,23-07-2015,16,5,Lateral,Yes,11,Yes,Yes
33,married,Associate Certification,Male,23,> 20 kms,Consultants,3,24-03-2015,22-06-2015,30,3,Lateral,No,9,Yes,Yes
27,married,Associate Certification,Male,28,<15 kms,Job Portals,3,12-08-2015,13-11-2015,22,3,Lateral,Yes,3,Yes,Yes
46,married,Associate Certification,Male,23,> 20 kms,Internal Referrals,9,09-02-2016,05-04-2016,29,7,Lateral,No,22,Yes,Yes
25,married,Associate Certification,Male,17,<15 kms,Company Website,3,12-08-2015,29-11-2015,28,1,Lateral,No,1,No,Yes
25,married,Associate Certification,Male,29,> 20 kms,Company Website,10,27-12-2015,02-04-2016,23,2,Lateral,Yes,1,Yes,Yes
41,married,Associate Degree,Male,19,<15 kms,Company Website,9,10-02-2016,19-05-2016,17,8,Lateral,Yes,17,Yes,Yes
41,married,Master Degree,Male,14,<15 kms,Company Website,9,02-04-2015,13-05-2015,30,4,Vertical,Yes,17,Yes,No
29,married,Associate Certification,Male,17,15-20 kms,Social Media,3,05-12-2015,29-03-2016,17,3,Lateral,No,5,Yes,Yes
26,single,Bachelor Degree,Male,13,> 20 kms,Social Media,4,20-09-2015,16-11-2015,77,1,Vertical,Yes,2,Yes,No
25,married,Bachelor Degree,Male,10,15-20 kms,Job Portals,3,20-09-2015,26-12-2015,61,1,Lateral,No,1,Yes,No
38,married,Bachelor Degree,Male,30,<15 kms,Job Portals,3,27-11-2015,04-03-2016,25,7,Lateral,Yes,14,No,Yes
43,married,Associate Degree,Male,18,15-20 kms,Social Media,6,13-11-2015,01-01-2016,48,7,Lateral,No,19,No,No
32,single,Associate Certification,Male,15,15-20 kms,Job Portals,7,26-11-2015,12-02-2016,25,8,Lateral,No,8,Yes,No
44,married,Associate Certification,Male,22,15-20 kms,Company Website,8,27-09-2015,09-11-2015,39,6,Vertical,Yes,20,Yes,No
41,married,Associate Certification,Male,18,15-20 kms,Job Portals,3,23-09-2015,06-12-2015,29,5,Lateral,Yes,17,No,Yes
31,married,Associate Certification,Male,15,15-20 kms,Consultants,8,26-02-2016,07-06-2016,71,3,Lateral,No,7,Yes,No
38,married,Master Degree,Male,17,15-20 kms,Social Media,4,30-04-2015,09-08-2015,19,4,Lateral,Yes,8,No,Yes
39,single,Bachelor Degree,Male,25,15-20 kms,Internal Referrals,10,05-01-2016,23-03-2016,23,5,Lateral,Yes,15,Yes,Yes
44,divorced,Associate Degree,Male,16,15-20 kms,Company Website,5,18-08-2015,27-11-2015,92,8,Vertical,Yes,20,Yes,No
29,single,Bachelor Degree,Male,25,<15 kms,Job Portals,3,27-01-2016,16-05-2016,25,4,Lateral,Yes,5,Yes,Yes
37,married,Master Degree,Male,30,> 20 kms,Consultants,3,14-06-2015,24-09-2015,26,7,Lateral,Yes,13,Yes,Yes
28,married,Associate Certification,Male,17,<15 kms,Social Media,7,03-10-2015,19-01-2016,47,3,Vertical,No,4,No,No
38,divorced,Associate Certification,Male,28,15-20 kms,Job Portals,6,28-11-2015,09-02-2016,23,3,Lateral,No,11,No,Yes
39,single,Associate Degree,Male,17,<15 kms,Company Website,5,09-12-2015,08-02-2016,55,4,Vertical,Yes,15,Yes,No
45,married,Associate Degree,Male,22,<15 kms,Internal Referrals,4,24-05-2015,03-08-2015,20,6,Lateral,Yes,21,No,Yes
45,married,Associate Degree,Male,14,<15 kms,Job Portals,3,24-02-2016,20-05-2016,49,3,Lateral,No,21,No,No
34,married,Associate Degree,Male,28,> 20 kms,Social Media,3,22-10-2015,18-02-2016,19,8,Lateral,Yes,10,No,Yes
42,single,Master Degree,Male,23,<15 kms,Consultants,8,27-05-2015,30-07-2015,19,4,Lateral,Yes,12,Yes,Yes
26,married,Associate Certification,Male,19,15-20 kms,Job Portals,8,12-08-2015,06-11-2015,67,2,Lateral,No,2,Yes,No
33,single,Bachelor Degree,Male,30,15-20 kms,Company Website,3,05-06-2015,29-09-2015,26,5,Lateral,Yes,9,Yes,Yes
46,married,Associate Degree,Male,25,15-20 kms,Consultants,7,17-01-2016,09-03-2016,19,8,Lateral,No,22,Yes,Yes
42,single,Associate Degree,Male,29,15-20 kms,Social Media,5,15-03-2016,08-07-2016,17,6,Lateral,Yes,18,No,Yes
36,married,Associate Degree,Male,21,15-20 kms,Job Portals,9,09-03-2015,13-06-2015,77,4,Vertical,No,12,No,No
33,divorced,Associate Certification,Male,15,<15 kms,Job Portals,9,14-01-2016,05-03-2016,40,8,Lateral,Yes,9,Yes,No
33,married,Associate Certification,Male,16,15-20 kms,Company Website,4,02-07-2015,23-09-2015,21,5,Lateral,No,9,No,Yes
33,married,Master Degree,Male,18,> 20 kms,Internal Referrals,3,16-02-2016,16-04-2016,28,4,Lateral,No,9,No,Yes
36,married,Associate Certification,Male,24,> 20 kms,Internal Referrals,6,13-04-2015,22-07-2015,19,6,Lateral,Yes,12,Yes,Yes
27,married,Associate Certification,Male,22,15-20 kms,Company Website,3,25-02-2016,12-06-2016,18,3,Lateral,No,3,No,Yes
39,single,Master Degree,Male,13,15-20 kms,Social Media,6,11-11-2015,22-01-2016,74,5,Lateral,Yes,15,No,No
42,single,Associate Degree,Male,15,15-20 kms,Job Portals,3,01-04-2015,01-07-2015,85,8,Vertical,Yes,18,Yes,No
37,married,Associate Degree,Male,12,15-20 kms,Job Portals,4,13-03-2015,18-05-2015,27,6,Lateral,Yes,13,No,No
28,married,Associate Certification,Male,22,15-20 kms,Social Media,6,26-06-2015,18-09-2015,16,5,Lateral,Yes,4,Yes,Yes
40,single,Associate Degree,Male,17,<15 kms,Company Website,6,15-09-2015,10-12-2015,16,5,Lateral,Yes,16,No,Yes
27,single,Associate Degree,Male,14,15-20 kms,Job Portals,5,26-04-2015,26-05-2015,80,5,Vertical,No,6,No,No
44,married,Associate Certification,Male,14,<15 kms,Job Portals,3,29-12-2015,03-02-2016,81,8,Vertical,Yes,20,No,No
32,married,Bachelor Degree,Male,23,15-20 kms,Internal Referrals,5,16-05-2015,14-07-2015,22,4,Lateral,No,8,No,Yes
37,married,Associate Degree,Male,20,> 20 kms,Social Media,5,10-09-2015,11-11-2015,26,4,Lateral,Yes,13,Yes,Yes
38,married,Bachelor Degree,Male,11,> 20 kms,Job Portals,3,20-05-2015,18-08-2015,59,6,Vertical,Yes,14,No,No
40,married,Associate Certification,Male,19,15-20 kms,Social Media,8,21-08-2015,02-12-2015,27,4,Lateral,Yes,16,Yes,Yes
31,divorced,Associate Degree,Male,11,15-20 kms,Social Media,10,07-03-2016,26-04-2016,25,5,Lateral,Yes,7,No,No
27,married,Associate Certification,Male,20,15-20 kms,Social Media,5,18-03-2015,15-06-2015,27,3,Lateral,Yes,3,Yes,Yes
41,married,Master Degree,Male,21,<15 kms,Internal Referrals,3,15-08-2015,06-11-2015,19,5,Lateral,No,17,Yes,Yes
36,divorced,Associate Certification,Male,21,15-20 kms,Job Portals,10,14-12-2015,11-04-2016,17,3,Lateral,Yes,12,No,Yes
27,married,Associate Degree,Male,13,> 20 kms,Job Portals,8,14-03-2015,02-06-2015,42,5,Vertical,No,6,No,No
31,single,Bachelor Degree,Male,28,<15 kms,Social Media,4,24-10-2015,18-01-2016,19,4,Lateral,Yes,7,Yes,Yes
42,single,Associate Degree,Male,11,15-20 kms,Consultants,5,26-02-2016,13-06-2016,53,5,Vertical,No,18,Yes,No
45,divorced,Associate Degree,Male,24,> 20 kms,Company Website,7,15-11-2015,08-01-2016,20,5,Lateral,Yes,21,No,Yes
37,divorced,Associate Certification,Male,22,<15 kms,Social Media,5,23-03-2016,19-05-2016,21,6,Lateral,No,13,No,Yes
36,married,Associate Degree,Male,15,<15 kms,Job Portals,7,27-09-2015,02-11-2015,94,7,Vertical,No,12,Yes,No
36,divorced,Associate Degree,Male,22,> 20 kms,Job Portals,3,24-02-2016,17-06-2016,23,3,Lateral,No,12,Yes,Yes
38,married,Master Degree,Male,10,<15 kms,Company Website,7,17-04-2015,28-05-2015,32,3,Lateral,Yes,14,Yes,No
32,married,Associate Certification,Male,26,<15 kms,Consultants,9,11-11-2015,07-03-2016,16,3,Lateral,No,8,Yes,Yes
43,single,Bachelor Degree,Male,12,<15 kms,Job Portals,6,03-09-2015,12-12-2015,67,7,Lateral,No,19,No,No
39,married,Associate Degree,Male,13,<15 kms,Consultants,3,12-11-2015,04-01-2016,35,6,Vertical,No,15,No,No
40,married,Associate Degree,Male,17,15-20 kms,Social Media,4,26-04-2015,29-05-2015,84,5,Vertical,No,16,No,No
37,married,Associate Degree,Male,22,15-20 kms,Company Website,8,26-09-2015,19-01-2016,20,4,Lateral,Yes,13,Yes,Yes
37,married,Associate Certification,Male,13,15-20 kms,Job Portals,5,07-01-2016,25-03-2016,47,4,Lateral,No,13,Yes,No
44,married,Master Degree,Male,11,> 20 kms,Job Portals,10,03-02-2016,19-05-2016,61,5,Vertical,No,20,No,No
35,single,Associate Certification,Male,20,<15 kms,Social Media,10,16-01-2016,27-03-2016,24,6,Lateral,No,11,No,Yes
25,divorced,Associate Degree,Male,17,<15 kms,Internal Referrals,8,31-10-2015,17-02-2016,22,2,Lateral,No,1,Yes,Yes
41,married,Associate Degree,Male,11,> 20 kms,Job Portals,3,04-10-2015,03-11-2015,53,8,Lateral,No,17,No,No
30,married,Associate Certification,Male,25,> 20 kms,Job Portals,3,27-12-2015,20-04-2016,17,3,Lateral,Yes,6,No,Yes
